Progress,Duration (in seconds),Finished,QID2,QID3,QID4,QID5_1,QID5_2,QID5_3,QID5_4,QID5_5,QID5_6,QID5_7,QID5_8,1_,1_.1,1_QID14_1,1_QID22_1,1_QID22_2,1_QID22_3,1_QID22_4,1_QID22_5,1_QID22_6,1_QID22_7,1_QID22_8,1_QID22_9,1_QID25_1,1_QID25_2,1_QID25_3,1_QID25_4,1_QID25_5,1_QID25_6,1__1,1__2,1__3,1__4,1_.2,1_.3,1_.4,2_,2_.1,2_QID14_1,2_QID22_1,2_QID22_2,2_QID22_3,2_QID22_4,2_QID22_5,2_QID22_6,2_QID22_7,2_QID22_8,2_QID22_9,2_QID25_1,2_QID25_2,2_QID25_3,2_QID25_4,2_QID25_5,2_QID25_6,2__1,2__2,2__3,2__4,2_.2,2_.3,2_.4,3_,3_.1,3_QID14_1,3_QID22_1,3_QID22_2,3_QID22_3,3_QID22_4,3_QID22_5,3_QID22_6,3_QID22_7,3_QID22_8,3_QID22_9,3_QID25_1,3_QID25_2,3_QID25_3,3_QID25_4,3_QID25_5,3_QID25_6,3__1,3__2,3__3,3__4,3_.2,3_.3,3_.4,4_,4_.1,4_QID14_1,4_QID22_1,4_QID22_2,4_QID22_3,4_QID22_4,4_QID22_5,4_QID22_6,4_QID22_7,4_QID22_8,4_QID22_9,4_QID25_1,4_QID25_2,4_QID25_3,4_QID25_4,4_QID25_5,4_QID25_6,4__1,4__2,4__3,4__4,4_.2,4_.3,4_.4,5_,5_.1,5_QID14_1,5_QID22_1,5_QID22_2,5_QID22_3,5_QID22_4,5_QID22_5,5_QID22_6,5_QID22_7,5_QID22_8,5_QID22_9,5_QID25_1,5_QID25_2,5_QID25_3,5_QID25_4,5_QID25_5,5_QID25_6,5__1,5__2,5__3,5__4,5_.2,5_.3,5_.4,6_,6_.1,6_QID14_1,6_QID22_1,6_QID22_2,6_QID22_3,6_QID22_4,6_QID22_5,6_QID22_6,6_QID22_7,6_QID22_8,6_QID22_9,6_QID25_1,6_QID25_2,6_QID25_3,6_QID25_4,6_QID25_5,6_QID25_6,6__1,6__2,6__3,6__4,6_.2,6_.3,6_.4,7_,7_.1,7_QID14_1,7_QID22_1,7_QID22_2,7_QID22_3,7_QID22_4,7_QID22_5,7_QID22_6,7_QID22_7,7_QID22_8,7_QID22_9,7_QID25_1,7_QID25_2,7_QID25_3,7_QID25_4,7_QID25_5,7_QID25_6,7__1,7__2,7__3,7__4,7_.2,7_.3,7_.4,8_,8_.1,8_QID14_1,8_QID22_1,8_QID22_2,8_QID22_3,8_QID22_4,8_QID22_5,8_QID22_6,8_QID22_7,8_QID22_8,8_QID22_9,8_QID25_1,8_QID25_2,8_QID25_3,8_QID25_4,8_QID25_5,8_QID25_6,8__1,8__2,8__3,8__4,8_.2,8_.3,8_.4,QID15,QID16,QID17
100,587,True,Other (please specify),USA,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,xAI (Grok),,"Mistral AI (Mistral Medium, Le Chat)",Other (please specify),Yes,6–12 months,Somewhat dissatisfied,3,3,3,3,3,5,3,3,1,4,2,4,4,2,3,,Paid individual,,,Keep plan,No,,No,3–6 months,Somewhat dissatisfied,2,3,3,3,3,1,3,3,1,2,2,1,4,4,4,Free,,,,,No,,No,3–6 months,Somewhat dissatisfied,3,3,3,3,3,2,3,3,1,1,1,1,4,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3–6 months,Somewhat satisfied,2,3,1,3,3,5,4,3,5,5,5,5,3,3,3,,Paid individual,,,Keep plan,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Neither satisfied nor dissatisfied,3,3,3,3,3,1,5,3,4,3,3,3,3,3,3,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),No,1–3 months,Somewhat dissatisfied,3,2,1,1,1,1,5,3,3,1,3,1,1,1,1,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),"Grok for less censorship on text, I don't care about images.
Chat GPT 4o for depth but it is unstable, and took restricted. ",Being treated like a child,More user control
100,149,True,Data Analyst / Data Scientist,USA,Weekly,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,6–12 months,Somewhat satisfied,5,3,3,5,5,5,4,1,3,5,5,4,4,5,5,,Paid individual,,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Extremely satisfied,5,5,3,3,4,4,3,4,4,3,4,3,4,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interface ,Robotic answers ,More human like response
100,250101,True,Researcher / Academic,USA,Weekly,OpenAI (ChatGPT),,,,,,,,Yes,More than 18 months,Extremely satisfied,5,5,5,5,5,5,5,5,5,1,1,5,5,1,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"processing time, inaccuracies, forgetting past responses. ",
100,1172,True,Other (please specify),USA,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),Meta (Llama),xAI (Grok),DeepSeek,"Mistral AI (Mistral Medium, Le Chat)",Other (please specify),No,More than 18 months,Somewhat satisfied,3,4,4,5,5,3,1,1,1,3,3,5,5,5,5,Free,Paid individual,,,Keep plan,No,,No,More than 18 months,Extremely dissatisfied,1,2,1,4,3,1,2,1,1,1,1,2,3,2,4,Free,,,,,No,,No,More than 18 months,Somewhat satisfied,4,4,4,5,5,1,3,2,2,3,3,5,5,5,5,Free,,,,,No,,No,More than 18 months,Somewhat satisfied,4,3,3,5,5,3,2,1,2,3,3,3,3,3,3,Free,,,,,No,,No,12–18 months,Somewhat satisfied,4,5,5,5,5,4,3,1,5,4,4,5,5,5,5,Free,,,,,No,,No,12–18 months,Somewhat satisfied,5,4,1,3,4,4,5,1,2,5,3,5,5,3,3,Free,,,,,No,,No,More than 18 months,Somewhat satisfied,5,5,3,4,5,4,5,1,5,4,5,5,4,4,5,Free,,,,,No,,No,More than 18 months,Somewhat satisfied,5,5,3,3,4,4,3,1,5,5,4,5,4,3,3,Free,,,,,No,,I use different models for different things. ,Refusals,"Have an uncensored conversational voice mode, like Sesame AI. "
100,256,True,Developer / Software Engineer,USA,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,No,More than 18 months,Neither satisfied nor dissatisfied,3,2,4,4,3,2,2,1,1,5,5,2,1,4,2,Free,,Paid team/enterprise,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6–12 months,Somewhat satisfied,4,3,4,4,3,4,2,4,1,2,4,4,4,2,2,,Paid individual,,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More accurate web search responses,Confidently wrong hallucinations,Remembered instructions well within prompt without having to repeat or emphasize
100,303,True,Researcher / Academic,USA,Weekly,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,,,,,No,More than 18 months,Somewhat dissatisfied,1,2,2,3,2,2,4,5,1,4,3,2,2,3,1,Free,,,,,Yes,Google (Gemini),No,1–3 months,Neither satisfied nor dissatisfied,1,3,2,3,2,4,4,1,3,3,2,1,3,2,1,Free,,,,,No,,Yes,6–12 months,Somewhat satisfied,5,4,5,5,5,5,3,5,4,3,3,3,5,3,1,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diverse language accuracy ,Hallucinations,Less bias
100,174,True,Other (please specify),USA ,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,More than 18 months,Extremely satisfied,5,5,2,5,5,5,5,5,5,3,5,3,5,3,5,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat satisfied,5,3,1,5,5,5,5,1,5,1,1,3,1,1,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Follow up prompts like it’s reading my mind ,It sounds like AI,Ability to edit photos exactly as I tell it to 
100,374,True,Developer / Software Engineer,Usa,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,No,More than 18 months,Somewhat dissatisfied,2,3,3,2,4,5,3,1,4,4,5,4,4,4,4,,Paid individual,,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Somewhat dissatisfied,4,4,3,4,5,3,2,5,3,4,3,3,3,3,4,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Being more human like,Wrong answers,Lower premium cost
100,564,True,Developer / Software Engineer,Pakistan,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,,DeepSeek,,,Yes,More than 18 months,Extremely satisfied,5,4,3,5,5,5,4,3,3,5,5,5,4,4,4,Free,,Paid team/enterprise,,Keep plan,No,,Yes,6–12 months,Extremely satisfied,3,5,3,5,4,5,4,3,3,4,4,5,5,5,4,,,Paid team/enterprise,,Keep plan,No,,No,3–6 months,Somewhat satisfied,4,5,5,4,3,4,4,3,3,5,4,4,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,12–18 months,Extremely satisfied,5,5,4,4,5,5,5,3,3,4,4,5,5,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For software engineering related tasks, claude sonnet is usually unmatched ands provides great responses without having to correct or probe too much. 

For general ask/query related stuff, chat gpt is easy to use + it remembers details from other chats ","Always says ""you're absolutely right"", without verifying if what I said is true. ",Sometimes it writes responses too long even though smaller responses are sufficient
100,390,True,Student,Pakistan,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,More than 18 months,Extremely satisfied,5,5,4,5,5,5,3,1,3,5,3,5,5,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Somewhat satisfied,5,5,3,5,5,5,3,5,5,5,3,5,5,3,3,,Paid individual,,,Keep plan,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'm not sure what Gemini does better than GPT. I use them both. Since I have the paid student plan for Gemini, I aim to use it more for tasks such as classification.","Nothing really frustrates me, they work fine if we provide them with detailed prompts.","Nothing in particular, I just expect them to improve in the accuracy of their responses with time."
100,283,True,Other (please specify),United Kingdom,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,DeepSeek,,Other (please specify),No,More than 18 months,Somewhat dissatisfied,2,2,1,5,4,1,5,1,3,4,3,1,1,2,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,More than 18 months,Extremely satisfied,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Somewhat satisfied,3,5,1,4,3,4,5,1,5,5,2,4,5,4,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,12–18 months,Somewhat satisfied,4,3,4,5,4,4,2,1,4,4,3,3,4,4,2,Free,,,,,No,,Coding ,Hallucination,"None, it has all I need. From now on just improve on the things that it already offers."
100,236,True,Consultant / Business Professional,Pakistan,Daily or almost daily,OpenAI (ChatGPT),,,,,DeepSeek,,,Yes,More than 18 months,Extremely satisfied,5,5,3,5,4,4,4,1,5,3,5,5,5,5,5,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Extremely satisfied,1,3,3,3,3,3,3,3,3,3,3,3,4,3,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It understands context deeply and keeps continuity across complex topics better than others.
It’s also great at rewriting or refining text in a natural, human tone without losing meanin",When they give overly generic or repetitive answers instead of addressing the specific context or nuance of the question.,I wish it could remember past conversations more seamlessly across sessions without needing reminders or recontextualization each time.
100,448,True,Other (please specify),Pakistan,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,DeepSeek,,,Yes,12–18 months,Somewhat satisfied,4,4,3,5,5,5,4,5,4,4,5,5,4,5,3,,,Paid team/enterprise,,Switch model,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat satisfied,4,4,5,5,4,3,3,4,4,4,5,4,4,4,3,,,Paid team/enterprise,,Stop using,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Neither satisfied nor dissatisfied,4,5,4,4,5,5,5,3,4,4,5,4,5,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor image production ,"Make better and faster images and videos, even illustrations"
100,460,True,Developer / Software Engineer,Germany ,Daily or almost daily,OpenAI (ChatGPT),,,Meta (Llama),,DeepSeek,"Mistral AI (Mistral Medium, Le Chat)",,Yes,12–18 months,Extremely satisfied,4,4,2,4,4,4,1,1,1,3,4,4,4,4,4,,Paid individual,,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Extremely dissatisfied,5,1,2,4,4,1,1,1,1,1,1,1,1,1,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Somewhat satisfied,5,4,2,4,4,4,5,1,1,4,4,4,4,4,4,Free,,,,,No,,No,1–3 months,Neither satisfied nor dissatisfied,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,understand my prompt,hallucinations ,more reliable agentic support
100,221,True,Student,Pakistan,Weekly,OpenAI (ChatGPT),,,,,,,,No,6–12 months,Somewhat satisfied,3,3,3,3,5,4,4,2,4,5,4,4,4,4,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"curate images unlimited, there shouldn't be a limit.",it gives same answers to different questions sometimes abouta single topic,help me get over him
100,256,True,Other (please specify),Pakistan,Weekly,OpenAI (ChatGPT),,,,,,,,Yes,12–18 months,Somewhat satisfied,5,4,4,5,5,3,4,1,1,5,5,4,4,3,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better reasoning and data visualization and formatting ,Limited no of image generatuons,Unlimited image generations
100,450,True,Student,Pakistan ,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,,DeepSeek,,,No,More than 18 months,Somewhat dissatisfied,2,3,3,4,4,3,4,2,2,4,3,2,2,3,2,Free,,,,,No,,No,12–18 months,Somewhat satisfied,3,5,3,4,4,5,4,1,4,3,4,4,5,3,3,Free,,,,,No,,Yes,12–18 months,Extremely satisfied,5,4,5,5,5,4,5,5,4,4,5,4,5,4,3,,Paid individual,,,Keep plan,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Neither satisfied nor dissatisfied,3,4,3,3,2,5,3,2,4,4,2,4,5,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemini is better at keeping on track and tends to hallucinate less than other models.,Hallucinations are annoying.,Code editing.
100,166,True,Student,Germany,Daily or almost daily,OpenAI (ChatGPT),,,,,,,,Yes,12–18 months,Extremely satisfied,4,4,2,5,4,4,4,1,1,4,4,4,2,4,,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep research ,It becomes repetitive ,Better work with images
100,574,True,Student,Pakistan ,Weekly,OpenAI (ChatGPT),,Google (Gemini),,,,,,No,More than 18 months,Somewhat satisfied,3,3,4,4,5,3,3,4,2,3,3,2,4,4,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6–12 months,Somewhat satisfied,5,4,4,4,3,5,4,5,3,3,4,5,4,3,3,,Paid individual,,,Downgrade,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maths and reasoning ,Sometimes they don't understand the prompt at all and blurt out a random response ,Talking (like GPT4o)
100,405,True,Consultant / Business Professional,Pakistan ,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,DeepSeek,,,Yes,6–12 months,Somewhat satisfied,4,4,2,3,3,4,4,1,2,4,4,3,3,3,3,Free,,,,,Yes,DeepSeek,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat dissatisfied,3,2,4,3,3,2,2,4,3,3,3,2,2,2,1,,,Paid team/enterprise,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Somewhat dissatisfied,3,2,1,2,2,3,4,1,2,3,3,2,2,2,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChatGPT has better understanding compared to other tools. It also writes good prompts for Vercel and Lovable, it uses technical language and helps with strategy when the prompt is clearly defined. ","It forgets very easily, it has no sense of day and time. I need to remind it again and again what the context is sometimes. It gets worse when the chat gets longer and quality drops. ","Remembering context, generating better images and videos and product demo animations and videos "
100,27020,True,Researcher / Academic,Germany ,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,More than 18 months,Somewhat dissatisfied,4,3,2,4,4,4,4,1,1,3,4,4,5,3,4,,Paid individual,,,Stop using,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,More than 18 months,Somewhat dissatisfied,5,3,5,4,5,5,3,1,3,5,3,3,3,3,3,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Communicate, psychological support",Hallucinations and not remembering my chats accurately ,"Remembering, better image generation, better interaction with other apps likes google calender, powerpoint, Word "
100,446,True,Researcher / Academic,Germany,Weekly,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,,,,,Yes,More than 18 months,Somewhat satisfied,5,3,5,5,5,4,4,1,1,5,5,2,2,4,4,Free,,,,,No,,No,More than 18 months,Somewhat satisfied,5,4,1,5,5,5,5,1,1,1,5,5,5,5,4,Free,,,,,No,,No,Less than 1 month,Neither satisfied nor dissatisfied,5,3,5,5,5,5,1,5,1,5,5,5,2,3,2,,Paid individual,,,Stop using,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very good in Explaining and putting content in easy words ,"You can never be sure if the thing that the AI is saying is really the case, you constantly have to double check.. even if it got much better ",Not being biased and having the ability to distinguish between good and bad sources. As well as proof reading so that it can give me answers with certainty 
100,224,True,Other (please specify),United States,Daily or almost daily,OpenAI (ChatGPT),,,,,,"Mistral AI (Mistral Medium, Le Chat)",,No,6–12 months,Somewhat dissatisfied,3,4,4,5,5,5,3,1,3,3,2,3,3,3,3,,,,Unsure,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Less than 1 month,Neither satisfied nor dissatisfied,4,4,4,5,3,3,3,1,3,3,4,4,3,3,3,,Paid individual,,,Stop using,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,"It actually works on my iPad. ChatGPT stopped working, so I cancelled.",Not working on iPad. Neutral personality.,Personality more like ChatGPT 4.0.
100,118,True,Researcher / Academic,USA,Daily or almost daily,OpenAI (ChatGPT),,,,,,,,Yes,6–12 months,Extremely satisfied,3,4,1,3,3,5,5,4,4,4,5,4,4,5,4,,Paid individual,,,Switch model,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Writing,Hallucinations ,Tell me when it isn't sure about an answer
100,402,True,Student,Switzerland,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),Meta (Llama),,DeepSeek,"Mistral AI (Mistral Medium, Le Chat)",Other (please specify),No,More than 18 months,Somewhat satisfied,3,4,4,5,3,3,4,1,2,4,5,2,3,3,1,,Paid individual,,,Switch model,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,12–18 months,Somewhat satisfied,5,4,5,2,2,3,1,5,4,4,2,4,4,3,2,,Paid individual,,,Switch model,Yes,OpenAI (ChatGPT/GPT-5),No,More than 18 months,Extremely satisfied,5,4,1,2,3,4,4,5,5,2,5,4,3,4,2,,,,Unsure,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Extremely satisfied,5,5,1,4,2,4,5,4,4,3,4,5,4,3,2,,,,Unsure,,No,,No,12–18 months,Somewhat satisfied,5,3,3,5,4,4,1,3,2,3,4,3,3,2,2,,Paid individual,,,Switch model,No,,Yes,6–12 months,Somewhat satisfied,4,5,5,3,2,4,5,5,3,2,3,5,5,3,2,,Paid individual,,,Switch model,No,,"Cheap (Discount), good allrounder from research to personal chats","Very slow latency (especially since the introduction of reasoning models), ai models saying they can't do things they obviously can (perplexity telling me it cant search the web, etc)","Code Interpreter with access to chat files and images (can crop images, convert, analyze svg etc)"
100,382,True,Writer / Content Creator,United States,Daily or almost daily,,,,,,DeepSeek,,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Somewhat satisfied,5,4,1,5,4,4,5,1,3,4,4,5,5,4,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,More than 18 months,Extremely satisfied,5,5,2,5,4,5,5,1,5,5,5,5,5,5,3,Free,,,,,No,,"Respond without limits, in terms of both censorship and rate limits",There's still very little progress in making multi-modal models the standard for local models.,"I wish they had more world knowledge, in terms of pop culture"
100,249,True,Developer / Software Engineer,Malaysia,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,DeepSeek,,,No,1–3 months,Somewhat satisfied,2,4,1,5,5,4,4,1,1,4,4,3,4,4,5,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Somewhat dissatisfied,1,3,4,1,1,2,5,1,1,3,2,2,4,5,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1–3 months,Extremely satisfied,5,5,1,5,2,5,5,1,1,5,4,5,5,5,4,,Paid individual,,,Keep plan,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deepthink, search",Yesman,Image vision and api
100,615,True,Developer / Software Engineer,USA,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),,,,,,,Yes,More than 18 months,Extremely satisfied,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,,Paid individual,,,Keep plan,No,,No,3–6 months,Somewhat satisfied,3,5,3,5,4,4,5,1,3,5,5,5,4,5,5,,Paid individual,,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brainstorming,anthropic's limit.,can't come up with one.
